audio_clip,audio_description,duration,file_path,file_size_bytes,numOfAudioClips,video
61ccc8abddd6a209053b4933,61ccc8abddd6a209053b4934,10.922666666666666,/current/08Czjb3AwtA,2097196,12,61aad9a9f5a44c090b46fac1
61b278f6f5a44c090b46ff4f,61b278f6f5a44c090b46ff50,6.229333333333333,/current/vqWUliDaYrA,1196076,1,61b1a060ddd6a209053b3e40
61ca30bef5a44c090b47083a,61ca30bef5a44c090b47083b,3.0650340136054424,/current/dJU1SZIfK3Y,540716,5,61b99c56ddd6a209053b42c8
61f9901cddd6a209053b58ed,61f9901cddd6a209053b58ee,1.9626666666666666,/current/4qCbiCxBd2M,376876,1,58e7cf2846e13dfd851a1989
61ffe9f9f5a44c090b471da0,61ffe9f9f5a44c090b471da1,3.436553287981859,/current/OcYftqs_m7s,606252,6,6022ffb1aad36831fd7e5c9e
61e6c450ddd6a209053b538e,61e6c450ddd6a209053b538f,5.461333333333333,/current/9-hmg1UHySY,1048620,1,61e51a0df5a44c090b4713b3
61e87d20f5a44c090b471484,61e87d20f5a44c090b471485,86.44266666666667,/current/fCVKCUB5w50,16597036,1,61e87d1ff5a44c090b471483
624184364239fd06fa45a1f0,624184364239fd06fa45a1f1,8.192,/current/OSYiLqmlCr4,1572908,5,62418408f3906e06f44253b0
624185064239fd06fa45a1f3,624185064239fd06fa45a1f4,9.642666666666667,/current/OSYiLqmlCr4,1851436,1,62418408f3906e06f44253b0
624bead0f3906e06f4425811,624bead0f3906e06f4425812,9.47374149659864,/current/K6YMOnwjfnQ,1671212,1,624b4d06f3906e06f44257ed
6218476fddd6a209053b72e9,6218476fddd6a209053b72ea,20.394666666666666,/current/0A8nEfYmmtM,3915820,1,58e7cf2946e13dfd851a1c1d
6235d302f3906e06f442480b,6235d302f3906e06f442480c,5.572789115646258,/current/e59AbGKuEf4,983084,1,6232517c4239fd06fa459517
6235d61cf3906e06f4424815,6235d61cf3906e06f4424816,12.07437641723356,/current/XD4xqV1XM9w,2129964,1,622b9c034239fd06fa459005
627596bdb3cd2509ff222933,627596bdb3cd2509ff222934,4.693333333333333,/current/5w-fPQtmq6g,901164,1,62717106b3cd2509ff222617
62759814b3cd2509ff222939,62759814b3cd2509ff22293a,10.410666666666666,/current/ZAnEWMz3CXM,1998892,2,6271df40b3cd2509ff222689
623d0b494239fd06fa459e8f,623d0b494239fd06fa459e90,3.1579138321995464,/current/Q7zuF9SdQ3I,557100,5,623b3646f3906e06f4424dcb
